Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,QualifyingPosition,Year,EventName,WetSession
S VETTEL,5,0 days 00:01:15.111000,15.0,5.0,0 days 00:00:26.739000,0 days 00:00:28.792000,0 days 00:00:19.580000,0 days 01:14:11.387000,0 days 01:14:40.179000,0 days 01:14:59.759000,323.0,297.0,264.0,352.0,False,HYPERSOFT,2.0,True,Ferrari,0 days 01:13:44.648000,1.0,4.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:17.160000,2.0,1.0,0 days 00:00:27.578000,0 days 00:00:29.498000,0 days 00:00:20.084000,0 days 00:17:56.843000,0 days 00:18:26.341000,0 days 00:18:46.425000,315.0,290.0,256.0,342.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:17:29.265000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:32.941000,3.0,1.0,0 days 00:00:31.630000,0 days 00:00:35.877000,0 days 00:00:25.434000,0 days 00:19:18.055000,0 days 00:19:53.932000,0 days 00:20:19.366000,234.0,258.0,255.0,280.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 00:18:46.425000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:16.945000,4.0,1.0,0 days 00:00:27.406000,0 days 00:00:29.568000,0 days 00:00:19.971000,0 days 00:20:46.772000,0 days 00:21:16.340000,0 days 00:21:36.311000,316.0,290.0,255.0,346.0,True,ULTRASOFT,4.0,True,Mercedes,0 days 00:20:19.366000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:15.580000,7.0,2.0,0 days 00:00:27.275000,0 days 00:00:28.785000,0 days 00:00:19.520000,0 days 00:29:22.105000,0 days 00:29:50.890000,0 days 00:30:10.410000,312.0,287.0,254.0,339.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:28:54.830000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:15.923000,10.0,3.0,0 days 00:00:27.231000,0 days 00:00:28.890000,0 days 00:00:19.802000,0 days 00:42:22.665000,0 days 00:42:51.555000,0 days 00:43:11.357000,318.0,291.0,257.0,344.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:41:55.434000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:35.033000,11.0,3.0,0 days 00:00:32.301000,0 days 00:00:37.305000,0 days 00:00:25.427000,0 days 00:43:43.658000,0 days 00:44:20.963000,0 days 00:44:46.390000,221.0,258.0,259.0,275.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 00:43:11.357000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:16.276000,12.0,3.0,0 days 00:00:27.234000,0 days 00:00:29.088000,0 days 00:00:19.954000,0 days 00:45:13.624000,0 days 00:45:42.712000,0 days 00:46:02.666000,316.0,289.0,257.0,345.0,False,ULTRASOFT,4.0,True,Mercedes,0 days 00:44:46.390000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:16.718000,15.0,4.0,0 days 00:00:27.236000,0 days 00:00:29.001000,0 days 00:00:20.481000,0 days 00:55:17.004000,0 days 00:55:46.005000,0 days 00:56:06.486000,317.0,290.0,231.0,344.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 00:54:49.768000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:15.160000,18.0,5.0,0 days 00:00:26.995000,0 days 00:00:28.528000,0 days 00:00:19.637000,0 days 01:05:35.013000,0 days 01:06:03.541000,0 days 01:06:23.178000,319.0,293.0,257.0,346.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 01:05:08.018000,1.0,5.0,2018,Mexican Grand Prix,False
V BOTTAS,77,0 days 00:01:15.369000,21.0,6.0,0 days 00:00:27.038000,0 days 00:00:28.719000,0 days 00:00:19.612000,0 days 01:14:17.671000,0 days 01:14:46.390000,0 days 01:15:06.002000,318.0,294.0,258.0,347.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 01:13:50.633000,1.0,5.0,2018,Mexican Grand Prix,False
B HARTLEY,28,0 days 00:01:33.874000,3.0,1.0,0 days 00:00:23.923000,0 days 00:00:44.612000,0 days 00:00:25.339000,0 days 00:07:19.286000,0 days 00:08:03.898000,0 days 00:08:29.237000,175.0,166.0,266.0,256.0,False,HYPERSOFT,2.0,True,Toro Rosso,0 days 00:06:55.363000,21.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:13.403000,4.0,1.0,0 days 00:00:19.268000,0 days 00:00:34.446000,0 days 00:00:19.689000,0 days 00:08:48.505000,0 days 00:09:22.951000,0 days 00:09:42.640000,217.0,199.0,267.0,280.0,True,HYPERSOFT,3.0,True,Toro Rosso,0 days 00:08:29.237000,1.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:41.844000,5.0,1.0,0 days 00:00:25.432000,0 days 00:00:46.194000,0 days 00:00:30.218000,0 days 00:10:08.072000,0 days 00:10:54.266000,0 days 00:11:24.484000,170.0,138.0,268.0,225.0,False,HYPERSOFT,4.0,True,Toro Rosso,0 days 00:09:42.640000,1.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:13.179000,8.0,2.0,0 days 00:00:19.304000,0 days 00:00:34.343000,0 days 00:00:19.532000,0 days 00:16:33.137000,0 days 00:17:07.480000,0 days 00:17:27.012000,215.0,200.0,262.0,277.0,True,HYPERSOFT,2.0,True,Toro Rosso,0 days 00:16:13.833000,1.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:29.973000,9.0,2.0,0 days 00:00:23.003000,0 days 00:00:41.710000,0 days 00:00:25.260000,0 days 00:17:50.015000,0 days 00:18:31.725000,0 days 00:18:56.985000,161.0,179.0,269.0,116.0,False,HYPERSOFT,3.0,True,Toro Rosso,0 days 00:17:27.012000,12.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:13.206000,10.0,2.0,0 days 00:00:19.250000,0 days 00:00:34.348000,0 days 00:00:19.608000,0 days 00:19:16.235000,0 days 00:19:50.583000,0 days 00:20:10.191000,217.0,201.0,264.0,279.0,False,HYPERSOFT,4.0,True,Toro Rosso,0 days 00:18:56.985000,1.0,16.0,2018,Monaco Grand Prix,False
B HARTLEY,28,0 days 00:01:28.834000,11.0,2.0,0 days 00:00:25.220000,0 days 00:00:41.694000,0 days 00:00:21.920000,0 days 00:20:35.411000,0 days 00:21:17.105000,0 days 00:21:39.025000,90.0,171.0,258.0,235.0,False,HYPERSOFT,5.0,True,Toro Rosso,0 days 00:20:10.191000,12.0,16.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:33.657000,3.0,1.0,0 days 00:00:24.815000,0 days 00:00:43.486000,0 days 00:00:25.356000,0 days 00:07:29.463000,0 days 00:08:12.949000,0 days 00:08:38.305000,146.0,135.0,267.0,240.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:07:04.648000,21.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:13.344000,4.0,1.0,0 days 00:00:19.447000,0 days 00:00:34.395000,0 days 00:00:19.502000,0 days 00:08:57.752000,0 days 00:09:32.147000,0 days 00:09:51.649000,216.0,200.0,270.0,284.0,True,HYPERSOFT,4.0,True,Sauber,0 days 00:08:38.305000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:36.105000,5.0,1.0,0 days 00:00:24.389000,0 days 00:00:44.787000,0 days 00:00:26.929000,0 days 00:10:16.038000,0 days 00:11:00.825000,0 days 00:11:27.754000,141.0,142.0,270.0,246.0,False,HYPERSOFT,5.0,True,Sauber,0 days 00:09:51.649000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:13.566000,6.0,1.0,0 days 00:00:19.273000,0 days 00:00:34.643000,0 days 00:00:19.650000,0 days 00:11:47.027000,0 days 00:12:21.670000,0 days 00:12:41.320000,217.0,195.0,269.0,287.0,False,HYPERSOFT,6.0,True,Sauber,0 days 00:11:27.754000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:12.829000,9.0,2.0,0 days 00:00:19.277000,0 days 00:00:34.105000,0 days 00:00:19.447000,0 days 00:18:25.963000,0 days 00:19:00.068000,0 days 00:19:19.515000,217.0,197.0,268.0,283.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:18:06.686000,12.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:45.986000,10.0,2.0,0 days 00:00:27.257000,0 days 00:00:52.244000,0 days 00:00:26.485000,0 days 00:19:46.772000,0 days 00:20:39.016000,0 days 00:21:05.501000,108.0,123.0,267.0,188.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:19:19.515000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:13.093000,13.0,3.0,0 days 00:00:19.234000,0 days 00:00:34.228000,0 days 00:00:19.631000,0 days 00:30:53.098000,0 days 00:31:27.326000,0 days 00:31:46.957000,220.0,198.0,269.0,284.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:30:33.864000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:39.133000,14.0,3.0,0 days 00:00:28.949000,0 days 00:00:45.019000,0 days 00:00:25.165000,0 days 00:32:15.906000,0 days 00:33:00.925000,0 days 00:33:26.090000,117.0,155.0,266.0,259.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:31:46.957000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:12.834000,15.0,3.0,0 days 00:00:19.185000,0 days 00:00:34.236000,0 days 00:00:19.413000,0 days 00:33:45.275000,0 days 00:34:19.511000,0 days 00:34:38.924000,219.0,198.0,268.0,283.0,True,HYPERSOFT,4.0,True,Sauber,0 days 00:33:26.090000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:12.714000,18.0,4.0,0 days 00:00:19.199000,0 days 00:00:34.175000,0 days 00:00:19.340000,0 days 00:40:47.505000,0 days 00:41:21.680000,0 days 00:41:41.020000,219.0,203.0,269.0,284.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:40:28.306000,1.0,14.0,2018,Monaco Grand Prix,False
C LECLERC,16,0 days 00:01:38.510000,19.0,4.0,0 days 00:00:25.376000,0 days 00:00:46.613000,0 days 00:00:26.521000,0 days 00:42:06.396000,0 days 00:42:53.009000,0 days 00:43:19.530000,138.0,156.0,268.0,234.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:41:41.020000,1.0,14.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:28.927000,2.0,1.0,0 days 00:00:20.926000,0 days 00:00:40.114000,0 days 00:00:27.887000,0 days 00:08:27.911000,0 days 00:09:08.025000,0 days 00:09:35.912000,171.0,102.0,271.0,272.0,True,HYPERSOFT,2.0,True,Renault,0 days 00:08:06.985000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:24.184000,3.0,1.0,0 days 00:00:21.291000,0 days 00:00:41.671000,0 days 00:00:21.222000,0 days 00:09:57.203000,0 days 00:10:38.874000,0 days 00:11:00.096000,144.0,191.0,271.0,274.0,True,HYPERSOFT,3.0,True,Renault,0 days 00:09:35.912000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:13.258000,4.0,1.0,0 days 00:00:19.203000,0 days 00:00:34.454000,0 days 00:00:19.601000,0 days 00:11:19.299000,0 days 00:11:53.753000,0 days 00:12:13.354000,213.0,205.0,273.0,287.0,True,HYPERSOFT,4.0,True,Renault,0 days 00:11:00.096000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:33.116000,5.0,1.0,0 days 00:00:23.222000,0 days 00:00:43.294000,0 days 00:00:26.600000,0 days 00:12:36.576000,0 days 00:13:19.870000,0 days 00:13:46.470000,164.0,179.0,271.0,256.0,False,HYPERSOFT,5.0,True,Renault,0 days 00:12:13.354000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:13.121000,6.0,1.0,0 days 00:00:19.174000,0 days 00:00:34.419000,0 days 00:00:19.528000,0 days 00:14:05.644000,0 days 00:14:40.063000,0 days 00:14:59.591000,218.0,203.0,268.0,285.0,True,HYPERSOFT,6.0,True,Renault,0 days 00:13:46.470000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:34.430000,7.0,1.0,0 days 00:00:24.064000,0 days 00:00:45.289000,0 days 00:00:25.077000,0 days 00:15:23.655000,0 days 00:16:08.944000,0 days 00:16:34.021000,83.0,155.0,270.0,242.0,False,HYPERSOFT,7.0,True,Renault,0 days 00:14:59.591000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.997000,8.0,1.0,0 days 00:00:19.281000,0 days 00:00:34.171000,0 days 00:00:19.545000,0 days 00:16:53.302000,0 days 00:17:27.473000,0 days 00:17:47.018000,216.0,204.0,272.0,284.0,True,HYPERSOFT,8.0,True,Renault,0 days 00:16:34.021000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:29.912000,9.0,1.0,0 days 00:00:24.346000,0 days 00:00:42.469000,0 days 00:00:23.097000,0 days 00:18:11.364000,0 days 00:18:53.833000,0 days 00:19:16.930000,142.0,159.0,271.0,256.0,False,HYPERSOFT,9.0,True,Renault,0 days 00:17:47.018000,12.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:27.228000,10.0,1.0,0 days 00:00:22.301000,0 days 00:00:41.387000,0 days 00:00:23.540000,0 days 00:19:39.231000,0 days 00:20:20.618000,0 days 00:20:44.158000,153.0,159.0,272.0,268.0,False,HYPERSOFT,10.0,True,Renault,0 days 00:19:16.930000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.950000,11.0,1.0,0 days 00:00:19.203000,0 days 00:00:34.171000,0 days 00:00:19.576000,0 days 00:21:03.361000,0 days 00:21:37.532000,0 days 00:21:57.108000,215.0,202.0,265.0,284.0,True,HYPERSOFT,11.0,True,Renault,0 days 00:20:44.158000,12.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:19.356000,14.0,2.0,0 days 00:00:20.091000,0 days 00:00:37.347000,0 days 00:00:21.918000,0 days 00:30:46.215000,0 days 00:31:23.562000,0 days 00:31:45.480000,196.0,175.0,273.0,272.0,True,HYPERSOFT,2.0,True,Renault,0 days 00:30:26.124000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.655000,15.0,2.0,0 days 00:00:18.999000,0 days 00:00:34.227000,0 days 00:00:19.429000,0 days 00:32:04.479000,0 days 00:32:38.706000,0 days 00:32:58.135000,215.0,203.0,271.0,287.0,True,HYPERSOFT,3.0,True,Renault,0 days 00:31:45.480000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:28.459000,16.0,2.0,0 days 00:00:27.113000,0 days 00:00:39.060000,0 days 00:00:22.286000,0 days 00:33:25.248000,0 days 00:34:04.308000,0 days 00:34:26.594000,135.0,177.0,272.0,260.0,False,HYPERSOFT,4.0,True,Renault,0 days 00:32:58.135000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.495000,17.0,2.0,0 days 00:00:19.023000,0 days 00:00:34.182000,0 days 00:00:19.290000,0 days 00:34:45.617000,0 days 00:35:19.799000,0 days 00:35:39.089000,218.0,207.0,270.0,283.0,True,HYPERSOFT,5.0,True,Renault,0 days 00:34:26.594000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.286000,20.0,3.0,0 days 00:00:18.977000,0 days 00:00:33.923000,0 days 00:00:19.386000,0 days 00:42:50.708000,0 days 00:43:24.631000,0 days 00:43:44.017000,220.0,207.0,271.0,285.0,True,HYPERSOFT,2.0,True,Renault,0 days 00:42:31.731000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.266000,23.0,4.0,0 days 00:00:18.929000,0 days 00:00:33.859000,0 days 00:00:19.478000,0 days 00:53:48.669000,0 days 00:54:22.528000,0 days 00:54:42.006000,221.0,206.0,269.0,284.0,True,HYPERSOFT,2.0,True,Renault,0 days 00:53:29.740000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:32.256000,24.0,4.0,0 days 00:00:24.590000,0 days 00:00:42.787000,0 days 00:00:24.879000,0 days 00:55:06.596000,0 days 00:55:49.383000,0 days 00:56:14.262000,138.0,142.0,270.0,257.0,False,HYPERSOFT,3.0,True,Renault,0 days 00:54:42.006000,1.0,8.0,2018,Monaco Grand Prix,False
C SAINZ,55,0 days 00:01:12.130000,27.0,5.0,0 days 00:00:18.967000,0 days 00:00:33.828000,0 days 00:00:19.335000,0 days 01:03:24.467000,0 days 01:03:58.295000,0 days 01:04:17.630000,218.0,208.0,270.0,286.0,True,HYPERSOFT,2.0,True,Renault,0 days 01:03:05.500000,1.0,8.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:12.769000,2.0,1.0,0 days 00:00:19.161000,0 days 00:00:33.736000,0 days 00:00:19.872000,0 days 00:08:42.577000,0 days 00:09:16.313000,0 days 00:09:36.185000,216.0,205.0,277.0,283.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:08:23.416000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:46.198000,3.0,1.0,0 days 00:00:22.982000,0 days 00:00:49.532000,0 days 00:00:33.684000,0 days 00:09:59.167000,0 days 00:10:48.699000,0 days 00:11:22.383000,174.0,157.0,262.0,148.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:09:36.185000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:12.013000,4.0,1.0,0 days 00:00:19.111000,0 days 00:00:33.779000,0 days 00:00:19.123000,0 days 00:11:41.494000,0 days 00:12:15.273000,0 days 00:12:34.396000,216.0,207.0,270.0,282.0,True,HYPERSOFT,4.0,True,Red Bull Racing,0 days 00:11:22.383000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:11.353000,7.0,2.0,0 days 00:00:18.837000,0 days 00:00:33.509000,0 days 00:00:19.007000,0 days 00:31:54.294000,0 days 00:32:27.803000,0 days 00:32:46.810000,220.0,210.0,272.0,285.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:31:35.457000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:11.278000,10.0,3.0,0 days 00:00:18.691000,0 days 00:00:33.627000,0 days 00:00:18.960000,0 days 00:42:59.018000,0 days 00:43:32.645000,0 days 00:43:51.605000,221.0,207.0,269.0,283.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:42:40.327000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:10.810000,13.0,4.0,0 days 00:00:18.638000,0 days 00:00:33.393000,0 days 00:00:18.779000,0 days 00:54:52.384000,0 days 00:55:25.777000,0 days 00:55:44.556000,220.0,212.0,269.0,281.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:54:33.746000,1.0,1.0,2018,Monaco Grand Prix,False
D RICCIARDO,3,0 days 00:01:10.846000,16.0,5.0,0 days 00:00:18.662000,0 days 00:00:33.392000,0 days 00:00:18.792000,0 days 01:03:20.002000,0 days 01:03:53.394000,0 days 01:04:12.186000,221.0,212.0,270.0,283.0,False,HYPERSOFT,2.0,True,Red Bull Racing,0 days 01:03:01.340000,1.0,1.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:14.042000,2.0,1.0,0 days 00:00:19.705000,0 days 00:00:34.786000,0 days 00:00:19.551000,0 days 00:06:55.971000,0 days 00:07:30.757000,0 days 00:07:50.308000,213.0,198.0,270.0,283.0,True,HYPERSOFT,2.0,True,Force India,0 days 00:06:36.266000,2.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:44.599000,3.0,1.0,0 days 00:00:27.213000,0 days 00:00:44.139000,0 days 00:00:33.247000,0 days 00:08:17.521000,0 days 00:09:01.660000,0 days 00:09:34.907000,166.0,168.0,269.0,260.0,False,HYPERSOFT,3.0,True,Force India,0 days 00:07:50.308000,21.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:13.306000,4.0,1.0,0 days 00:00:19.534000,0 days 00:00:34.251000,0 days 00:00:19.521000,0 days 00:09:54.441000,0 days 00:10:28.692000,0 days 00:10:48.213000,210.0,200.0,273.0,285.0,True,HYPERSOFT,4.0,True,Force India,0 days 00:09:34.907000,1.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:13.122000,7.0,2.0,0 days 00:00:19.355000,0 days 00:00:34.266000,0 days 00:00:19.501000,0 days 00:16:43.574000,0 days 00:17:17.840000,0 days 00:17:37.341000,215.0,202.0,272.0,284.0,True,HYPERSOFT,2.0,True,Force India,0 days 00:16:24.219000,1.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:32.040000,8.0,2.0,0 days 00:00:25.230000,0 days 00:00:43.694000,0 days 00:00:23.116000,0 days 00:18:02.571000,0 days 00:18:46.265000,0 days 00:19:09.381000,104.0,169.0,247.0,235.0,False,HYPERSOFT,3.0,True,Force India,0 days 00:17:37.341000,12.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:28.192000,9.0,2.0,0 days 00:00:24.374000,0 days 00:00:40.733000,0 days 00:00:23.085000,0 days 00:19:33.755000,0 days 00:20:14.488000,0 days 00:20:37.573000,143.0,168.0,273.0,265.0,False,HYPERSOFT,4.0,True,Force India,0 days 00:19:09.381000,1.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:13.028000,10.0,2.0,0 days 00:00:19.125000,0 days 00:00:34.222000,0 days 00:00:19.681000,0 days 00:20:56.698000,0 days 00:21:30.920000,0 days 00:21:50.601000,214.0,201.0,266.0,286.0,True,HYPERSOFT,5.0,True,Force India,0 days 00:20:37.573000,12.0,6.0,2018,Monaco Grand Prix,False
E OCON,31,0 days 00:01:12.455000,13.0,3.0,0 days 00:00:19.191000,0 days 00:00:33.967000,0 days 00:00:19.297000,0 days 00:31:12.931000,0 days 00:31:46.898000,0 days 00:32:06.195000,214.0,203.0,272.0,286.0,True,HYPERSOFT,2.0,True,Force India,0 days 00:30:53.740000,1.0,6.0,2018,Monaco Grand Prix,False
